post_id,post_slug,post_title,is_page,media_type,source_url,context_snippet,suggested_filename,target_destination,notes
144,getting-started-draft,Five Ways to Get Started,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1539183287898-DOPP5TPSMKQQW3VH8VRT/image-asset.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",getting-started-image-asset.webp,wp-media-library,
144,getting-started-draft,Five Ways to Get Started,False,youtube,https://www.youtube.com/embed/zlU_2ZBr9Fc,"height=""360"" src=""https://www.youtube.com/embed/zlU_2ZBr9Fc?version=3&#038;rel=1",,youtube-roman,YouTube video ID zlU_2ZBr9Fc
145,teacher-audio-feedback-draft,Teacher Audio Feedback,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/2005d6f1-8e63-492e-83d6-3c271529fd24/EEiBlogHeadLogo_Squarespace_Dark.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",teacher-audio-feedback-eeiblogheadlogo-squarespace-dark.webp,wp-media-library,
145,teacher-audio-feedback-draft,Teacher Audio Feedback,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1539193940780-NWTJVT5MCECML3ALYZ1X/EE%2BStudent%2BBooks.png?ssl=1,"<a href=""/ee-books-overview/""><img decoding=""async"" src=""https://i0.wp.com/image",teacher-audio-feedback-ee-student-books.webp,wp-media-library,
145,teacher-audio-feedback-draft,Teacher Audio Feedback,False,youtube,https://www.youtube.com/embed/gbyWRzndla4,"height=""360"" src=""https://www.youtube.com/embed/gbyWRzndla4?version=3&#038;rel=1",,youtube-roman,YouTube video ID gbyWRzndla4
146,eei-google-classroom-integration-draft,EEi Google Classroom Integration,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/987555fe-5b7b-4da6-bfe9-2e20a9cfd419/EEiGCactivation.jpg?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",eei-google-classroom-integration-eeigcactivation.webp,wp-media-library,
149,ee-books-overview-draft,EE Books Overview,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1583442977799-3EP0TPOYQXMQPEW7P8RG/EE%2BBand%2B1.png?ssl=1,"e""><a href=""/ee-band-method/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-books-overview-ee-band-1.webp,wp-media-library,
149,ee-books-overview-draft,EE Books Overview,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1581090232586-8FMH281Z6KN6T0FB8374/EE%2BStrings%2B1.png?ssl=1,"<a href=""/ee-strings-method/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-books-overview-ee-strings-1.webp,wp-media-library,
150,ee-band-method-draft,EE Band Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1583443050523-CHVU3OEWM8O55UYXI8OR/EE%2BBand%2B1.png?ssl=1,"mage""><a href=""/eebandbook1/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-band-method-ee-band-1.webp,wp-media-library,
150,ee-band-method-draft,EE Band Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1583443072868-S00XVF5H3C6V2MKH1N2B/EE%2BBand%2B2.png?ssl=1,"mage""><a href=""/eebandbook2/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-band-method-ee-band-2.webp,wp-media-library,
